[1490673600] LOG ROTATION: DAILY
[1490673600] LOG VERSION: 2.0
[1490673600] CURRENT HOST STATE: FTTH-AFZ01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.04 ms
[1490673600] CURRENT HOST STATE: FTTH-AMERICAN_DATA01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.52 ms
[1490673600] CURRENT HOST STATE: FTTH-AMERICAN_DATA02;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.06 ms
[1490673600] CURRENT HOST STATE: FTTH-BD_FIBRA;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.65 ms
[1490673600] CURRENT HOST STATE: FTTH-CIS01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.54 ms
[1490673600] CURRENT HOST STATE: FTTH-LUMINET01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.01 ms
[1490673600] CURRENT HOST STATE: FTTH-MERIDIANO01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 3.91 ms
[1490673600] CURRENT HOST STATE: FTTH-SABANA01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.40 ms
[1490673600] CURRENT HOST STATE: FTTH-SANTA_ANA01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.33 ms
[1490673600] CURRENT HOST STATE: FTTH-SANTA_ANA02;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 2.19 ms
[1490673600] CURRENT HOST STATE: FTTH-SANTA_ANA03;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 2.98 ms
[1490673600] CURRENT HOST STATE: FTTH-VOICE;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.19 ms
[1490673600] CURRENT HOST STATE: FTTH-WORLDCOM01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 2.38 ms
[1490673600] CURRENT HOST STATE: FTTH-ZAPOTE01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.22 ms
[1490673600] CURRENT HOST STATE: INASOL-A1_MOTORCYCLES;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 2.67 ms
[1490673600] CURRENT HOST STATE: INASOL-BGP01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.60 ms
[1490673600] CURRENT HOST STATE: INASOL-CyM_ABOGADOS;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.16 ms
[1490673600] CURRENT HOST STATE: INASOL-ENCUENTRA24;DOWN;HARD;4;PING CRITICAL - Packet loss = 100%
[1490673600] CURRENT HOST STATE: INASOL-OFICINA;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.03 ms
[1490673600] CURRENT HOST STATE: INASOL-RESINTECH;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.09 ms
[1490673600] CURRENT HOST STATE: INASOL-STEVEN;UP;HARD;1;PING OK - Packet loss = 16%, RTA = 195.79 ms
[1490673600] CURRENT HOST STATE: INASOL-TIRRASES;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 5.24 ms
[1490673600] CURRENT HOST STATE: INASOL-VOICE;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.61 ms
[1490673600] CURRENT HOST STATE: OS-MONITOREO;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.09 ms
[1490673600] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA [ALMACEN FISCAL - F0/4];OK;HARD;1;OK - Average IN: 42.35Mb (42.35%)8550945.85 , Average OUT: 1.07Mb (1.07%)Total RX: 70049.35Gbits, Total TX: 20724.09Gbits
[1490673600] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA [BOSH - F0/2];OK;HARD;1;OK - Average IN: 2.38Kb (0.00%)44994.68 , Average OUT: 1.42Kb (0.00%)Total RX: 368.60Gbits, Total TX: 440.22Gbits
[1490673600] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA [CITRIX - F0/5];OK;HARD;1;OK - Average IN: 3.49Kb (0.00%)10113.09 , Average OUT: 8.33Kb (0.01%)Total RX: 82.85Gbits, Total TX: 110.45Gbits
[1490673600] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA [COGNIZANT - F0/1];OK;HARD;1;OK - Average IN: 2.13Kb (0.00%)4678.95 , Average OUT: 2.26Kb (0.00%)Total RX: 38.33Gbits, Total TX: 46.53Gbits
[1490673600] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA [FIDELITAS - F0/6];OK;HARD;1;OK - Average IN: 39.02Kb (0.04%)548930.88 , Average OUT: 23.84Kb (0.02%)Total RX: 4496.84Gbits, Total TX: 31052.53Gbits
[1490673600] CURRENT SERVICE STATE: FTTH-AFZ01;TRONCAL [SANTA_ANA03 - G0/1];OK;HARD;1;OK - Average IN: 1.41Mb (0.14%)6802548.13 , Average OUT: 43.92Mb (4.39%)Total RX: 55726.47Gbits, Total TX: 75957.12Gbits
[1490673600] CURRENT SERVICE STATE: FTTH-AFZ01;WORLDCOM [PEUGEOT - F0/7];OK;HARD;1;OK - Average IN: 29.94Kb (0.03%)43544.98 , Average OUT: 46.00Kb (0.05%)Total RX: 356.72Gbits, Total TX: 1389.03Gbits
[1490673600] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA [AGATHA - F0/2];WARNING;HARD;4;ALERTA - TRAFICO MINIMO -  entrada: (262.92),  salida: (618.40)
[1490673600] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA [ALMACEN FISCAL - F0/22];OK;HARD;1;OK - Average IN: 1.07Mb (1.07%)3142402.03 , Average OUT: 42.35Mb (42.35%)Total RX: 25742.56Gbits, Total TX: 83043.59Gbits
[1490673600] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA [BLUE CROSS - F0/13];OK;HARD;1;OK - Average IN: 83.85Kb (0.08%)3760696.79 , Average OUT: 191.04Kb (0.19%)Total RX: 30807.63Gbits, Total TX: 4067.36Gbits
[1490673600] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA [BOSH - F0/17];OK;HARD;1;OK - Average IN: 1.08Kb (0.00%)63391.97 , Average OUT: 2.72Kb (0.00%)Total RX: 519.31Gbits, Total TX: 440.22Gbits
